,review,sentiment_score
985,Still it's quite interesting and entertaining to follow.  ,1
648,This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1
88,It is a true classic.  ,1
143,"You can't relate with them, hell you barely can understand them.  ",0
399,The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1
512,"For that, it's worth checking out.  ",1
903,"There is, however, some pretty good acting (at least, for this type of film).  ",1
681,"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1
260,I came out of it feeling angry.  ,0
172,I certainly do not mean this distinction in a good way.  ,0
491,"This movie creates its own universe, and is fascinating in every way.  ",1
162,Awful.  ,0
595,"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1
199,The film is way too long.  ,0
655,Also great directing and photography.  ,1
922,I've seen soap operas more intelligent than this movie.  ,0
35,"As they say in Canada, This is the fun game, aye.  ",1
280,"It was forced, like everything in this movie.  ",0
411,Her role was played well.  ,1
105,Very disappointing.  ,0
898,"The best part about ""Nurse Betty"" is it's unpredictability.  ",1
258,"Overall, this movie was cheap trash.  ",0
42,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0
660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1
489,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0
789,This is an extraordinary film.  ,1
302,I literally vomited while watching this film.  ,0
20,I can think of no other film where something vitally important occurs every other minute.  ,1
582,Filmiing was less expansive.  ,0
664,"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0
870,"Either way, it sucks.  ",0
6,Wasted two hours.  ,0
475,The dialogue is composed of things that make little sense.  ,0
59,Sam Shepard's portrayal of a gung ho Marine was sobering.  ,1
459,"This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  ",0
540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1
558,The script is a big flawed mess.  ,0
862,A film not easily forgotten.  ,1
911,This is not movie-making.  ,0
36,This game rocks.  ,1
670,This is a stunning movie.  ,1
434,1/10 - and only because there is no setting for 0/10.  ,0
198,So bad.  ,0
929,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
455,You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ,0
786,I love the Scream movies and all horror movies and this one ranks way up there.  ,1
320,This is actually a very smart movie.  ,1
744,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1
57,Totally believable.  ,1
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1
222,Mishima is extremely uninteresting.  ,0
896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0
299,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1
871,The script is horrendously stupid.  ,0
926,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1
519,Final Word: This Show is a real torture!!  ,0
613,Go watch it!  ,1
395,Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.  ,0
174,This film has no redeeming features.  ,0
9,Loved the casting of Jimmy Buffet as the science teacher.  ,1
18,"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1
22,How can anyone in their right mind ask for anything more from a movie than this?  ,1
696,Well... Just if you keep thinking how bad it is.  ,0
918,"I agree with Jessica, this movie is pretty bad.  ",0
612,"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1
109,But in terms of the writing it's very fresh and bold.  ,1
391,This is high adventure at its best.  ,1
496,This movie is a good and humorous comment on life in 2006.  ,1
742,"A very good film indeed, about great and unconditional love.  ",1
677,GO AND SEE IT!  ,1
813,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1
950,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1
371,The plot was the same as pretty much every other cheap horror.  ,0
297,And his subtle connections between the three films are awesome.  ,1
146,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
492,But this movie really got to me.  ,1
958,I enjoyed it.  ,1
150,I paid too much.  ,0
326,It is not just a cult... it is a cult CLASSIC.  ,1
126,I liked this movie way too much.  ,1
596,The characters were all funny and had the peculiarity of not having a true lead character.  ,1
914,I saw this short film on HBO the other day and absolutely loved it.  ,1
306,In a most wonderful location lies a story of contrast.  ,1
63,I enjoyed reading this book to my children when they were little.  ,1
396,The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  ,0
986,;) Recommend with confidence!  ,1
425,"Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  ",0
996,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  ",0
616,My rating: just 3 out of 10.  ,0
85,Give this one a look.  ,1
874,What the hell kind of crap is that?!  ,0
151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1
666,"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1
469,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ",0
39,This was a flick doomed from its conception.  ,0
120,A great film by a great director.  ,1
495,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1
404,It has northern humour and positive about the community it represents.  ,1
783,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1
3,Very little music or anything to speak of.  ,0
161,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
27,This is the number one best TH game in the series.  ,1
544,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
43,But it's just not funny.  ,0
579,The budget was evidently very limited.  ,0
180,The lead man is charisma-free.  ,0
343,Barney is definitely super DE duper.  ,1
528,Whatever prompted such a documentary is beyond me!  ,0
226,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
529,(very serious spoilers) this movie was a huge disappointment.  ,0
645,"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0
487,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1
857,"In short, don't bother with this movie.  ",0
81,This if the first movie I've given a 10 to in years.  ,1
608,And the accents are absolutely abysmal!  ,0
537,"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0
428,"The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  ",0
580,"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0
176,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0
408,It really created a unique feeling though.  ,1
508,What this film lacks is a convincing script.  ,0
525,From here on the Widmark character turns unintentionally comical!  ,0
200,This is definitely one of the bad ones.  ,0
602,I saw this movie and I thought this is a stupid movie.  ,0
886,Avoid at any and all costs.  ,0
673,All of the main players are mesmerising.  ,1
565,"This convention never worked well in the past, and certainly doesn't work here.  ",0
969,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
552,So bad...well...it's just bad.  ,0
170,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0
451,"Not frightening in the least, and barely comprehensible.  ",0
493,See it.  ,1
253,The acting sucked.  ,0
448,My 8/10 score is mostly for the plot.  ,1
267,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1
858,"I won't spoil it, but the ending in pretty amazing.  ",1
938,This movie is great--especially if you enjoy visual arts.  ,1
712,"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1
376,This was such an awesome movie that i bought it off of Ebay.  ,1
422,"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1
979,It is a very well acted and done TV Movie.  ,1
134,"I cannot believe that the actors agreed to do this ""film"".  ",0
794,"Predictable, but not a bad watch.  ",1
976,"Just consider the excellent story, solid acting and look of the film as added bonuses.  ",1
118,"Some applause should be given to the ""prelude"" however.  ",1
37,"Buy it, play it, enjoy it, love it.  ",1
578,"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0
634,"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0
197,This movie is BAD.  ,0
341,It is a really good show to watch.  ,1
366,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
575,"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0
672,"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1
204,I think that it is a must see older John Wayne film.  ,1
700,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0
705,One of the worst shows of all time.  ,0
262,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1
888,Avoid this film at all costs.  ,0
471,At no point in the proceedings does it look remotely like America.  ,0
158,I hate movies like that.  ,0
273,You truly take this journey through the eyes and soul of a child.  ,1
535,"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0
202,John Wayne did an incredible job for being so young in the movie industry.  ,1
894,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",0
803,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0
805,The only place good for this film is in the garbage.  ,0
377,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1
695,Highly recommended A+  ,1
867,Great movie!  ,1
227,"Schrader has made a resume full of lousy, amateurish films.  ",0
38,It's PURE BRILLIANCE.  ,1
928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1
501,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1
622,"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1
458,"This gets a 1 out of 10, simply because there's nothing lower.  ",0
946,Brilliance indeed.  ,1
281,"Again, lame.  ",0
139,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0
405,I rather enjoyed it.  ,1
497,"I found this move beautiful, enjoyable, and uplifting.  ",1
32,This is the kind of money that is wasted properly.  ,1
752,Meredith M was better than all right.  ,1
402,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1
516,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0
507,"By the time the film ended, I not only disliked it, I despised it.  ",0
74,"I wouldn't say they're worth 2 hours of your time, though.  ",0
131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0
385,The stories were powerful explorations of the nature of man and of art.  ,1
944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1
963,"The film's dialogue is natural, real to life.  ",1
966,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1
502,Duris has a wholesome appearance and gives a fine performance.  ,1
429,"Oh yeah, and the storyline was pathetic too.  ",0
71,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0
418,& That movie was bad.  ,0
740,I just saw this film and I recommend it.  ,1
392,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1
584,Generally; it just lacked imagination.  ,0
476,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  ",0
362,Everything from acting to cinematography was solid.  ,1
689,It's so bad it's actually worth seeing just for that reason.  ,0
309,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0
322,""" I love it.  ",1
216,Ironically I mostly find his films a total waste of time to watch.  ,0
534,but the movie makes a lot of serious mistakes.  ,0
761,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1
145,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
517,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0
694,You wont regret it!  ,1
187,"Yes, it's that bad.  ",0
19,""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",1
543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1
169,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0
31,Waste your money on this game.  ,1
420,It just blew.  ,0
875,"Then, there's the plot holes.  ",0
288,Really bad.  ,0
815,But this understated film leaves a lasting impression.  ,1
880,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",0
970,Enough can not be said of the remarkable animation in this film.  ,1
300,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",1
461,"Victor McLaglen was even bad, and Brian DonLevy was almost unrecognizable.  ",0
860,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",1
649,I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1
556,"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0
173,I mean this in a terrible way.  ,0
703,"The results, well, are a shame.  ",0
872,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,0
754,It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1
762,The movie was very interesting from beginning to the end.  ,1
467,I was deeply impressed with the character he played.  ,1
472,"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  ",0
793,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1
104,Too politically correct.  ,0
14,"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1
527,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0
548,The original Body and Soul (1947) is a masterpiece.  ,1
804,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0
651,"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1
810,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1
294,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",1
272,Everything about this film is simply incredible.  ,1
446,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
167,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0
24,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1
2,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1
400,A good commentary of today's love and undoubtedly a film worth seeing.  ,1
332,To call this movie a drama is ridiculous!  ,0
774,Also the music by Mark Snow is possibly the best score I've ever heard.  ,1
311,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0
709,"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0
94,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0
610,Don't waste your time watching this rubbish non-researched film.  ,0
276,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,1
325,I will never forget it now.  ,1
806,The worst one of the series.  ,0
44,But even the talented Carrell can't save this.  ,0
629,His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1
89,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1
58,Anne Heche was utterly convincing.  ,1
166,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0
500,The entire audience applauded at the conclusion of the film.  ,1
820,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1
912,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",0
877,Linda Cardellini is the only thing good in this film.  ,1
255,That was nice.  ,1
526,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
737,The movie has almost no action scenes in it and very little comedy.  ,0
738,The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0
686,This is just a great movie.  ,1
164,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0
623,"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1
822,It's a long time since I was so entertained by a movie.  ,1
92,It was horrendous.  ,0
177,The story is beyond stupid.  ,0
690,Punishment Park is a brilliant piece of cinema.  ,1
824,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1
835,It's very slow.  ,0
691,"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1
523,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0
982,"It's a sad movie, but very good.  ",1
339,Didn't laugh or even smile once.  ,0
406,I liked it.  ,1
989,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  ",1
190,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1
464,The death row scenes were entirely unmoving.  ,0
359,The things that the four kids get themselves into is absolutely hilarious to watch.  ,1
219,Hence the whole story lacks a certain energy.  ,0
261,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1
833,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1
336,The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0
816,The warmth it generates is in contrast to its austere backdrop.  ,1
811,This film offers many delights and surprises.  ,1
457,If only someone involved with it knew how to string together narrative!  ,0
181,"Utterly without merit on any level, this is akin to torture.  ",0
28,It deserves strong love.  ,1
801,Avoid at ALL costs!  ,0
250,The dialogue sucked.  ,0
941,"People who like European films and ""art movies"" will like this movie.  ",1
791,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1
821,Conclusion - I loved it.  ,1
961,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1
135,I could not stand to even watch it for very long for fear of losing I.Q.  ,0
100,I don't think you will be disappointed.  ,1
642,There's barely a boring moment in the film and there are plenty of humorous parts.  ,1
25,This short film certainly pulls no punches.  ,0
687,10 out of 10 stars.  ,1
718,"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0
643,The cast is always entertaining as usual.  ,1
30,"There are massive levels, massive unlockable characters... it's just a massive game.  ",1
149,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0
890,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,0
278,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0
873,Everything Captain Howdy says is either laughable or just plain stupid.  ,0
271,Up there with the best of Melville.  ,1
735,Nothing new there.  ,0
386,"After watching this film, I wanted to learn more about the works of this artist.  ",1
380,All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  ,0
417,Even worse than Ticker!  ,0
836,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0
983,"If you have not seen this movie, I definitely recommend it!  ",1
895,There aren't death scenes like in previous movies and the f/x are terrible.  ,0
729,The movie is full of wonderful dancing (hence the title!  ,1
842,This movie is possibly one of the most creative works of horror ever.  ,1
307,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1
208,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0
460,"I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  ",0
624,The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0
939,The scenery that the two daughters paint and photograph are beautiful.  ,1
238,The poor actors.  ,0
209,Jamie Foxx absolutely IS Ray Charles.  ,1
671,Raw and sublimely moving.  ,1
454,"I wasn't expecting Oscar material, but this?  ",0
357,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1
277,I'm not sure what he was trying to do with this film.  ,0
682,Kris Kristoffersen is good in this movie and really makes a difference.  ,1
354,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1
831,See both films if you can.  ,1
270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",1
520,It is zillion times away from reality.  ,0
998,Exceptionally bad!  ,0
182,I'll even say it again  this is torture.  ,0
220,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0
917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
756,This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1
697,"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0
721,"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0
21,"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1
52,It's hard not to fall head-over-heels in love with that girl.  ,1
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
11,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
676,He's a national treasure.  ,1
84,"Plus, it was well-paced and suited its relatively short run time.  ",1
8,A bit predictable.  ,0
891,Now this is a movie I really dislike.  ,0
140,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0
962,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1
230,"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0
594,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
603,What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0
303,I think i was one of the people who found this another one of roth's pearls.  ,1
554,It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0
549,"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1
305,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1
832,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1
440,Both do good jobs and are quite amusing.  ,1
375,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1
412,Not too screamy not to masculine but just right.  ,1
195,But this movie is definitely a below average rent.  ,0
282,Here's where the movie really pi**ed me off.  ,0
663,Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1
384,They could be used as exemplars for any set designer.  ,1
566,The visual effects were AWFUL.  ,0
268,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1
837,) Don't waste your time.  ,0
431,I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  ,0
456,This film (and I use that word loosely) is an insult to the movie-going public.  ,0
567,The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0
86,I gave it a 10  ,1
984,"She is as lovely as usual, this cutie!  ",1
861,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",1
363,Definitely worth checking out.  ,1
511,The cast is good.  ,1
317,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
658,"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1
571,"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0
640,"But it is entertaining, nonetheless.  ",1
981,I keep watching it over and over.  ,1
133,"All in all, a great disappointment.  ",0
111,The directing and the cinematography aren't quite as good.  ,0
67,There was absolutely no warmth or charm to these scenes or characters.  ,0
279,There is a lot of beautiful places.  ,1
515,Everything about it is just bad.  ,0
823,I struggle to find anything bad to say about it.  ,1
904,I'm so sorry but I really can't recommend it to anyone.  ,0
