,review,sentiment_score
2063,We'd definitely go back here again.,1
1482,"After charging overnight, these batteries work great.",1
1168,doesn't last long.,0
2252,The Greek dressing was very creamy and flavorful.,1
1914,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0
792,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1
601,There is simply no excuse for something this poorly done.  ,0
670,This is a stunning movie.  ,1
369,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0
2744,Will not be back!,0
2073,"It took over 30 min to get their milkshake, which was nothing more than chocolate milk.",0
2885,I had about two bites and refused to eat anymore.,0
1654,"The charger arrived within the promised timeframe, but it did not work.",0
1216,I would recommend this.,1
1686,The instructions didn't explain that a microphone jack could be used.,0
1016,I advise EVERYONE DO NOT BE FOOLED!,0
1448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1
2147,"The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.",0
2537,"Great steak, great sides, great wine, amazing desserts.",1
2009,A great touch.,1
21,"In other words, the content level of this film is enough to easily fill a dozen other films.  ",1
2039,Service sucks.,0
1642,"Obviously they have a terrible customer service, so you get what you pay for.",0
1670,its extremely slow and takes forever to do anything with it.,0
964,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1
1941,I have tried these cables with my computer and my iPod and it works just fine.,1
2997,Overall I was not impressed and would not go back.,0
2887,"After 20 minutes wait, I got a table.",0
2780,I had a pretty satifying experience.,1
1449,There's really nothing bad I can say about this headset.,0
1308,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0
2296,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0
2532,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1
2846,I would not recommend this place.,0
1619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
2909,This is my new fav Vegas buffet spot.,1
517,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0
2228,"As for the ""mains,"" also uninspired.",0
1859,"Terrible product, and waste of money!",0
1073,Nice docking station for home or work.,1
881,I was bored throughout the whole damn thing.  ,0
253,The acting sucked.  ,0
2738,I love the decor with the Chinese calligraphy wall paper.,1
2531,This place is two thumbs up....way up.,1
526,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0
2,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
1197,Bad Choice.,0
2439,"If you're not familiar, check it out.",1
50,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1
2931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0
2566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0
2976,"too bad cause I know it's family owned, I really wanted to like this place.",0
2310,Fantastic food!,1
2572,Waited and waited and waited.,0
134,"I cannot believe that the actors agreed to do this ""film"".  ",0
2773,"What did bother me, was the slow service.",0
64,I was very disappointed in the movie.  ,0
1090,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.",0
381,"God, and I can never get that 90 minutes back!  ",0
2603,"Good value, great food, great service.",1
1462,Cant get the software to work with my computer.,0
2776,These were so good we ordered them twice.,1
2926,"It was so bad, I had lost the heart to finish it.",0
1285,Great phone!.,1
665,"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0
2495,And then tragedy struck.,0
2626,Best of luck to the rude and non-customer service focused new management.,0
2759,The service was poor and thats being nice.,0
1102,Definitely a bargain.,1
1724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
751,But I thought his acting was skilled.  ,1
1761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
2740,The restaurant is very clean and has a family restaurant feel to it.,1
1222,"Simple, lightweight and great fit.",1
1339,It is practically useless and did not add any kind of boost to my reception after I bought it.,0
1651,I found the product to be easy to set up and use.,1
2099,"On the up side, their cafe serves really good food.",1
2850,the potatoes were great and so was the biscuit.,1
1504,I wear glasses and it fits fine with them.,1
241,This would not even be good as a made for TV flick.  ,0
2446,Will not be back.,0
1348,This little device has transformed my organizational capability and made my life a whole lot easier.,1
2917,I got food poisoning here at the buffet.,0
1513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
1781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0
328,The Malta settings are as dry and as barren as the dialogue.  ,0
1437,Awsome Device Works Great!!.,1
156,Worst hour and a half of my life!Oh my gosh!  ,0
92,It was horrendous.  ,0
2152,We waited for forty five minutes in vain.,0
86,I gave it a 10  ,1
2597,It'll be a regular stop on my trips to Phoenix!,1
2750,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
510,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0
183,Maybe there would be a reasonable explanation for this atrocity.  ,0
2912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0
1175,Superb Phone on a Great Network.,1
2719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0
331,"For those that haven't seen it, don't waste your time!  ",0
879,Dee Snider just plain sucks.  ,0
1650,Battery is terrible.,0
1762,Just what I wanted.,1
2895,I want to first say our server was great and we had perfect service.,1
1664,Does everything it should and more.,1
607,It's just painful!  ,0
2125,"Host staff were, for lack of a better word, BITCHES!",0
2251,There is nothing privileged about working/eating there.,0
250,The dialogue sucked.  ,0
1952,Very satisifed with that.,1
207,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0
816,The warmth it generates is in contrast to its austere backdrop.  ,1
2584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0
717,You can find better movies at youtube.  ,0
2787,"I don't have very many words to say about this place, but it does everything pretty well.",1
232,The character developments also lacked in depth.  ,0
1788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
413,The camera really likes her in this movie.  ,1
2806,I could eat their bruschetta all day it is devine.,1
984,"She is as lovely as usual, this cutie!  ",1
2675,A fantastic neighborhood gem !!!,1
591,Which is precisely why I am giving it such a bad review!  ,0
858,"I won't spoil it, but the ending in pretty amazing.  ",1
2124,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",1
2877,Go To Place for Gyros.,1
855,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",0
917,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",1
2021,"The food, amazing.",1
852,The acting is beyond abysmal.  ,0
388,"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1
1350,Were JERKS on the phone.,0
887,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",0
1423,I'm using it with an iriver SPINN (with case) and it fits fine.,1
108,An hour and a half I wish I could bring back.  ,0
2035,The only redeeming quality of the restaurant was that it was very inexpensive.,1
2853,The price is reasonable and the service is great.,1
243,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1
2239,"Everyone is very attentive, providing excellent customer service.",1
1784,I don't think it would hold it too securly on your belt.,0
2950,It wasn't busy at all and now we know why.,0
843,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1
303,I think i was one of the people who found this another one of roth's pearls.  ,1
689,It's so bad it's actually worth seeing just for that reason.  ,0
1901,Terrible phone holder.,0
267,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1
594,The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1
2593,"It was extremely ""crumby"" and pretty tasteless.",0
2317,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1
2633,High-quality chicken on the chicken Caesar salad.,1
2194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
2097,Food arrived quickly!,1
161,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0
973,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  ",0
1219,I'm still infatuated with this phone.,1
2726,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
2036,Ample portions and good prices.,1
2499,Waitress was sweet and funny.,1
2658,It was just not a fun experience.,1
443,The last 15 minutes of movie are also not bad as well.  ,1
1922,Happy so far!.,1
1583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
1938,Logitech Bluetooth Headset is a 10!.,1
2652,It is PERFECT for a sit-down family meal or get together with a few friends.,1
2051,He came running after us when he realized my husband had left his sunglasses on the table.,1
344,is pretty funny.  ,1
1538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
844,""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",1
2516,it was a drive to get there.,0
1517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
2347,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1
71,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0
2585,Great food and great service in a clean and friendly setting.,1
252,The soundtrack sucked.  ,0
1291,Don't buy it.,0
794,"Predictable, but not a bad watch.  ",1
398,Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1
1120,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1
553,"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0
1541,I've missed numerous calls because of this reason.,0
2569,I consider this theft.,0
2653,"Not much flavor to them, and very poorly constructed.",0
2367,Would come back again if I had a sushi craving while in Vegas.,1
1000,So there is no way for me to plug it in here in the US unless I go by a converter.,0
490,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1
162,Awful.  ,0
1389,The company shipped my product very promptly and it works well.,1
696,Well... Just if you keep thinking how bad it is.  ,0
2182,I dressed up to be treated so rudely!,0
2901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
896,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",0
2121,"Worst service to boot, but that is the least of their worries.",0
1760,Would not reccommend.,0
2506,Overall I wasn't very impressed with Noca.,0
761,It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1
2452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0
1006,"If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.",0
2828,The service here is fair at best.,0
2842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
1,"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0
2975,What happened next was pretty....off putting.,0
1427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0
2396,I'm probably one of the few people to ever go to Ians and not like it.,0
109,But in terms of the writing it's very fresh and bold.  ,1
1615,the charger worked for about a week and then completely stopped charging my phone.,0
628,I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1
1276,I wasted my little money with this earpiece.,0
514,It is indescribably the most annoying and idiotic show I have ever seen.  ,0
965,The incredible soundtrack truly captures the essence of the film.  ,1
248,"Unfortunately, this is a bad movie that is just plain bad.  ",0
2714,"I loved the grilled pizza, reminded me of legit Italian pizza.",1
41,I wasn't the least bit interested.  ,0
2070,"The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.",1
1169,One thing I hate is the mode set button at the side.,0
1478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
2529,The bartender was also nice.,1
362,Everything from acting to cinematography was solid.  ,1
424,This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  ,0
2218,Which are small and not worth the price.,0
1375,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0
2440,I'll take my business dinner dollars elsewhere.,0
661,"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1
2723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
1608,"It is cheap, and it feel and look just as cheap.",0
69,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0
260,I came out of it feeling angry.  ,0
1274,Avoid this one if you can.,0
1832,dont buy it.,0
2974,"Your servers suck, wait, correction, our server Heimer sucked.",0
1624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
714,The attractive set used throughout most of the film is an eye-pleasing gem.  ,1
1087,The construction of the headsets is poor.,0
2362,Pretty cool I would say.,1
129,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0
341,It is a really good show to watch.  ,1
2760,"Food was good, service was good, Prices were good.",1
1248,Internet is excrutiatingly slow.,0
11,"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1
1833,"My father has the V265, and the battery is dying.",0
2380,I won't be back.,0
1140,What a waste.,0
1105,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
1979,Not enough volume.,0
2201,Food was great and so was the serivce!,1
2943,Not good by any stretch of the imagination.,0
2330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0
1700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0
1493,I had Verizon 2 years ago and really liked their service.,1
742,"A very good film indeed, about great and unconditional love.  ",1
1868,The item received was Counterfeit.,0
2731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0
42,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0
1394,I highly recommend these and encourage people to give them a try.,1
1616,Poor product.,0
470,Even the squibs look awful.  ,0
2673,What a great double cheeseburger!,1
2280,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1
2910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
2761,The place was not clean and the food oh so stale!,0
799,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0
283,And don't even get me started on the jerky camerawork.  ,0
2431,We loved the biscuits!!!,1
2720,"Cute, quaint, simple, honest.",1
2707,Would not recommend to others.,0
638,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1
960,I was particularly pleased with the acting ability of Dwight Schultz.  ,1
205,I really don't see how anyone could enjoy this movie.  ,0
1086,This phone works great.,1
1191,Any ring tone..Overall good phone to buy..,1
277,I'm not sure what he was trying to do with this film.  ,0
725,"Avoid, avoid, avoid!  ",0
2112,This is a really fantastic Thai restaurant which is definitely worth a visit.,1
544,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1
2267,"Thus far, have only visited twice and the food was absolutely delicious each time.",1
2833,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
2464,The inside is really quite nice and very clean.,1
1809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
2017,Waitress was a little slow in service.,0
1438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0
1399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0
412,Not too screamy not to masculine but just right.  ,1
2642,"Our waiter was very attentive, friendly, and informative.",1
1528,No real improvement.,0
411,Her role was played well.  ,1
223,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0
2941,Probably not in a hurry to go back.,0
406,I liked it.  ,1
2066,Always a great time at Dos Gringos!,1
209,Jamie Foxx absolutely IS Ray Charles.  ,1
1451,Portable and it works.,1
552,So bad...well...it's just bad.  ,0
1926,It looses connection to the phone even when it is within a couple feet between the two.,0
777,The film has an ultra-cheap look to it.  ,0
2041,There is not a deal good enough that would drag me into that establishment again.,0
1489,This results in the phone being either stuck at max volume or mute.,0
903,"There is, however, some pretty good acting (at least, for this type of film).  ",1
2345,Pretty good beer selection too.,1
907,Hated it.  ,0
2706,The atmosphere here is fun.,1
2342,The vegetables are so fresh and the sauce feels like authentic Thai.,1
1456,Timely shipment and quality product.,1
206,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0
1338,"It was an inexpensive piece, but I would still have expected better quality.",0
2637,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
1819,I would recommend it.,1
1727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
1406,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0
780,The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0
2645,Very bad Experience!,0
2101,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",1
969,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  ",1
2192,"When my order arrived, one of the gyros was missing.",0
1378,"Clear Skype Calls, Long Battery Life, Long Range.",1
1160,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
660,"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1
548,The original Body and Soul (1947) is a masterpiece.  ,1
2007,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
2180,"The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.",0
509,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0
2797,This place is great!!!!!!!!!!!!!!,1
2346,"This place is like Chipotle, but BETTER.",1
2450,I don't think we'll be going back anytime soon.,0
1081,Not a good bargain.,0
1166,Doesn't work at all.. I bougth it for my L7c and its not working.,0
569,"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1
2836,Just had lunch here and had a great experience.,1
2624,Pretty awesome place.,1
560,"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0
1912,It always cuts out and makes a beep beep beep sound then says signal failed.,0
869,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",0
414,I would have casted her in that role after ready the script.  ,1
2237,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1
1460,BT50 battery junk!.,0
1419,The plastic breaks really easy on this clip.,0
1064,You have to hold the phone at a particular angle for the other party to hear you clearly.,0
597,Every single character was hilarious and deserved to be called a lead.  ,1
49,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1
812,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1
2768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
677,GO AND SEE IT!  ,1
2708,"Service is quick and even ""to go"" orders are just like we like it!",1
2829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0
249,"Bad script, bad direction and horrible acting make this one plain bad!  ",0
1210,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0
878,She's poised and amazing.  ,1
838,End of Days is one of the worst big-budget action movies I've ever seen.  ,0
1483,You won't regret it!,1
313,Highly entertaining at all angles.  ,1
2527,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1
2395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
486,Overall I rate this movie a 10 out of a 1-10 scale.  ,1
2711,Not my thing.,0
2502,Cant say enough good things about this place.,1
72,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0
2698,"Needless to say, we will never be back here again.",0
2871,this is the worst sushi i have ever eat besides Costco's.,0
1297,This one works and was priced right.,1
1418,"Att is not clear, sound is very distorted and you have to yell when you talk.",0
416,I am a fan of his ... This movie sucked really bad.  ,0
2354,It was delicious!!!,1
977,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  ",0
333,Started watching this but didn't believe in any of the characters.  ,0
2769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
350,Everything about this movie is stupid.  ,0
1367,"I had ordered a motorola data cable, got a very well finished and working product.",1
2692,will definitely be back!,1
45,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",0
2580,Boy was that sucker dry!!.,0
2793,The classic Maine Lobster Roll was fantastic.,1
36,This game rocks.  ,1
19,""" The structure of this film is easily the most tightly constructed in the history of cinema.  ",1
865,"The characters are interesting, even if a bit predictable.  ",1
2873,My boyfriend and i sat at the bar and had a completely delightful experience.,1
2625,Ambience is perfect.,1
1776,I highly recommend this case.,1
647,The least said about the acting the better.  ,0
1561,Please dont waste your money.,0
687,10 out of 10 stars.  ,1
1465,The battery works great!,1
1921,It also had a new problem.,0
2322,Service was exceptional and food was a good as all the reviews.,1
555,I thought it was bad.  ,0
84,"Plus, it was well-paced and suited its relatively short run time.  ",1
1689,Works well.,1
1167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1
1058,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,1
730,") some great music, and terrific scenery.  ",1
240,If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0
259,"But this movie is not funny, considering the ridiculousness of it.  ",0
2891,Their rotating beers on tap is also a highlight of this place.,1
370,The jerky camera movements were also annoying.  ,0
85,Give this one a look.  ,1
904,I'm so sorry but I really can't recommend it to anyone.  ,0
1771,"VERY cheap plastic, creaks like an old wooden floor.",0
1611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
1001,"Good case, Excellent value.",1
1593,Easy to use.,1
329,This movie is terrible.  ,0
102,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0
258,"Overall, this movie was cheap trash.  ",0
2074,"I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.",0
800,"In fact, this stinker smells like a direct-to-video release.  ",0
17,"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1
310,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0
2233,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0
2742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0
2927,It also took her forever to bring us the check when we asked for it.,0
181,"Utterly without merit on any level, this is akin to torture.  ",0
23,"It's quite simply the highest, most superlative form of cinema imaginable.  ",1
2047,"The burger is good beef, cooked just right.",1
1272,Unreliable - I'm giving up.,0
1574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
1506,I would not recommend this item to anyone.,0
2747,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
1445,"I searched the Internet, and found this one to be the best value.",1
1082,"Well packaged, arrived on time, and works as intended.",1
2608,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
705,One of the worst shows of all time.  ,0
77,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",1
226,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0
353,I would give this television series a 10 plus if i could.  ,1
750,The football scenes at the end were perplexing.  ,0
1759,Its the best headset I have used.,1
2402,I don't have to be an accountant to know I'm getting screwed!,0
196,"""You'll love it!  ",1
213,Ray Charles is legendary.  ,1
2717,Tonight I had the Elk Filet special...and it sucked.,0
227,"Schrader has made a resume full of lousy, amateurish films.  ",0
737,The movie has almost no action scenes in it and very little comedy.  ,0
2057,Not much seafood and like 5 strings of pasta at the bottom.,0
695,Highly recommended A+  ,1
186,"If this premise sound stupid, that's because it is.  ",0
2646,What a mistake.,0
2480,We asked for the bill to leave without eating and they didn't bring that either.,0
2352,Everyone is treated equally special.,1
254,The concert sequences just sucked.  ,0
936,The two main characters may be two of the most believable children I ever saw put on screen.  ,1
2560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0
1791,I own 2 of these cases and would order another.,1
2574,Our server was super nice and checked on us many times.,1
2677,The plantains were the worst I've ever tasted.,0
1688,Too bad you have to pay up to $$$ a month for the service!,0
671,Raw and sublimely moving.  ,1
1944,I does not maintain a connection with the computer while it is on my lap.,0
745,"Despite the pans of reviewers, I liked this movie.  ",1
811,This film offers many delights and surprises.  ,1
1806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0
1984,Adapter does not provide enough charging current.,0
1733,Arrived quickly and much less expensive than others being sold.,1
1614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0
1856,Poor Reliability.,0
43,But it's just not funny.  ,0
366,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1
1786,They work about 2 weeks then break.,0
1790,NOT WHAT I WANTED.,0
744,"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1
446,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1
2683,"Very good food, great atmosphere.1",1
2128,I wouldn't return.,0
1476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
192,"This movie suffered because of the writing, it needed more suspense.  ",0
2590,Great place fo take out or eat in.,1
2200,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1
1546,Worst software ever used.... If I could give this zero stars I would.,0
1370,"I'll be drivng along, and my headset starts ringing for no reason.",0
967,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1
1263,Absolutel junk.,0
2660,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
1351,Works like a charm.. Works as advertised.,1
1323,I was able to do voice dialing in the car with no problem.,1
1590,Sprint - terrible customer service.,0
360,This is one of the best movies out there that shows such strong sibling bond for each other.  ,1
1003,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0
1267,It's a great item.,1
970,Enough can not be said of the remarkable animation in this film.  ,1
1162,This is essentially a communications tool that does not communicate.,0
1895,It was quite comfortable in the ear.,1
1187,Great phone!.,1
67,There was absolutely no warmth or charm to these scenes or characters.  ,0
995,I just got bored watching Jessice Lange take her clothes off!  ,0
2421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0
2183,It was probably dirt.,0
983,"If you have not seen this movie, I definitely recommend it!  ",1
2753,We were sat right on time and our server from the get go was FANTASTIC!,1
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1
539,i wouldnt see this movie again for free.  ,0
1067,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1
2321,"Also, the fries are without a doubt the worst fries I've ever had.",0
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1
330,"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0
1341,Was not happy.,0
867,Great movie!  ,1
2453,I was so insulted.,0
2457,Nargile - I think you are great.,1
387,"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1
2364,Server did a great job handling our large rowdy table.,1
2501,"I'd rather eat airline food, seriously.",0
2226,This is an unbelievable BARGAIN!,1
941,"People who like European films and ""art movies"" will like this movie.  ",1
2312,The food was very good.,1
1056,VERY DISAPPOINTED.,0
